text,label
"Hi Aisha, I am writing to confirm the details of the conference call on Tuesday at 9:00 AM. The dial-in number will be shared separately.",ham
"Hi David, your order #98795 has been shipped and will arrive by Wednesday. Track your package using the link in your account portal.",ham
"Hi Aisha, just following up on our meeting scheduled for Wednesday. Please find the agenda attached. Let me know if you have any questions. Best regards, Jennifer",ham
"Hi Chris, just following up on our meeting scheduled for Monday. Please find the agenda attached. Let me know if you have any questions. Best regards, Ahmed",ham
Increase your sales by 500 percent! Our bulk email marketing database has thousands of verified leads. Buy now and start earning today!,spam
"Dear Jennifer, the invoice #25814 for $1938 is attached. Payment is due by Friday. Thank you for your continued business.",ham
"Hi Mohamed, the code review for PR #37710 has been completed. Please address the inline comments and re-submit for final approval.",ham
URGENT Netflix account suspended: We were unable to process your payment method. Please update your billing information immediately. Click here and enter your credit card details to reactivate your subscription and avoid losing your watchlist.,phishing
You have won a $4940 gift card! To claim your exclusive reward click the link below before it expires in 24 hours. Do not miss this deal!,spam
Tax Refund Notification from the IRS: You are eligible for a tax refund of $423. To receive your refund please click here and enter your social security number and bank account details within 48 hours before the claim expires.,phishing
"Dear colleague, please join us for the department meeting on next Monday at 11:00 AM in Conference Room 19. Attendance is mandatory.",ham
"Hi Mohamed, this is your monthly account statement for the period ending December 20. Please review and contact us if you notice any discrepancies.",ham
"Hi Emma, the code review for PR #65846 has been completed. Please address the inline comments and re-submit for final approval.",ham
"Dear Robert, please find attached the contract for review. Kindly sign and return by January 15. Let us know if you need any amendments.",ham
